timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1729838664014,5621,HTTP Request,200,OK,Thread Group 1-155,text,true,,1592,549,232,232,http://gryffindor.hogwarts.A40.com/php/login.php,2302,0,864
1729838664014,2703,HTTP Request-0,302,Found,Thread Group 1-155,text,true,,375,264,232,232,http://gryffindor.hogwarts.A40.com/php/login.php,2302,0,864
1729838667404,295,HTTP Request-1,302,Found,Thread Group 1-155,text,true,,376,142,232,232,http://gryffindor.hogwarts.A40.com/php/home.php,295,0,0
1729838667699,1936,HTTP Request-2,200,OK,Thread Group 1-155,text,true,,841,143,232,232,http://gryffindor.hogwarts.A40.com/php/login.php,1064,0,0
1729838664023,5814,HTTP Request,200,OK,Thread Group 1-80,text,true,,1592,549,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2527,0,1002
1729838664023,5472,HTTP Request-0,302,Found,Thread Group 1-80,text,true,,375,264,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2527,0,1002
1729838669497,311,HTTP Request-1,302,Found,Thread Group 1-80,text,true,,376,142,233,233,http://gryffindor.hogwarts.A40.com/php/home.php,311,0,0
1729838669815,22,HTTP Request-2,200,OK,Thread Group 1-80,text,true,,841,143,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,22,0,0
1729838666610,3204,HTTP Request,200,OK,Thread Group 1-228,text,true,,1592,549,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2632,0,26
1729838666610,2632,HTTP Request-0,302,Found,Thread Group 1-228,text,true,,375,264,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2632,0,26
1729838664045,5763,HTTP Request,200,OK,Thread Group 1-16,text,true,,1592,549,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2660,0,819
1729838664045,2682,HTTP Request-0,302,Found,Thread Group 1-16,text,true,,375,264,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2660,0,819
1729838669186,335,HTTP Request-1,302,Found,Thread Group 1-16,text,true,,376,142,233,233,http://gryffindor.hogwarts.A40.com/php/home.php,335,0,0
1729838669726,83,HTTP Request-2,200,OK,Thread Group 1-16,text,true,,841,143,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,83,0,0
1729838666608,3206,HTTP Request,200,OK,Thread Group 1-227,text,true,,1592,549,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2647,0,33
1729838666608,2647,HTTP Request-0,302,Found,Thread Group 1-227,text,true,,375,264,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2647,0,33
1729838669256,373,HTTP Request-1,302,Found,Thread Group 1-227,text,true,,376,142,233,233,http://gryffindor.hogwarts.A40.com/php/home.php,373,0,0
1729838669629,185,HTTP Request-2,200,OK,Thread Group 1-227,text,true,,841,143,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,185,0,0
1729838664030,5795,HTTP Request,200,OK,Thread Group 1-103,text,true,,1592,549,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,1981,0,1008
1729838664030,5250,HTTP Request-0,302,Found,Thread Group 1-103,text,true,,375,264,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,1981,0,1008
1729838669281,337,HTTP Request-1,302,Found,Thread Group 1-103,text,true,,376,142,233,233,http://gryffindor.hogwarts.A40.com/php/home.php,337,0,0
1729838669619,206,HTTP Request-2,200,OK,Thread Group 1-103,text,true,,841,143,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,206,0,0
1729838664029,5801,HTTP Request,200,OK,Thread Group 1-1,text,true,,1592,549,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2663,0,846
1729838664029,5432,HTTP Request-0,302,Found,Thread Group 1-1,text,true,,375,264,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2663,0,846
1729838664012,5835,HTTP Request,200,OK,Thread Group 1-158,text,true,,1592,549,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2690,0,861
1729838664012,2700,HTTP Request-0,302,Found,Thread Group 1-158,text,true,,375,264,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,2690,0,861
1729838669472,313,HTTP Request-1,302,Found,Thread Group 1-158,text,true,,376,142,233,233,http://gryffindor.hogwarts.A40.com/php/home.php,313,0,0
1729838669785,63,HTTP Request-2,200,OK,Thread Group 1-158,text,true,,841,143,233,233,http://gryffindor.hogwarts.A40.com/php/login.php,63,0,0
