timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1729838358770,3379,HTTP Request,200,OK,Thread Group 1-27,text,true,,1592,549,206,206,http://gryffindor.hogwarts.A40.com/php/login.php,1426,0,647
1729838358770,2212,HTTP Request-0,302,Found,Thread Group 1-27,text,true,,375,264,206,206,http://gryffindor.hogwarts.A40.com/php/login.php,1426,0,647
1729838360984,839,HTTP Request-1,302,Found,Thread Group 1-27,text,true,,376,142,206,206,http://gryffindor.hogwarts.A40.com/php/home.php,839,0,0
1729838361823,326,HTTP Request-2,200,OK,Thread Group 1-27,text,true,,841,143,206,206,http://gryffindor.hogwarts.A40.com/php/login.php,324,0,0
1729838358768,5193,HTTP Request,200,OK,Thread Group 1-38,text,true,,1592,549,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,1908,0,745
1729838358768,2726,HTTP Request-0,302,Found,Thread Group 1-38,text,true,,375,264,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,1908,0,745
1729838361496,821,HTTP Request-1,302,Found,Thread Group 1-38,text,true,,376,142,213,213,http://gryffindor.hogwarts.A40.com/php/home.php,821,0,0
1729838358764,5199,HTTP Request,200,OK,Thread Group 1-5,text,true,,1592,549,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,2097,0,827
1729838358764,2097,HTTP Request-0,302,Found,Thread Group 1-5,text,true,,375,264,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,2097,0,827
1729838358771,5191,HTTP Request,200,OK,Thread Group 1-81,text,true,,1592,549,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,2110,0,761
1729838358771,2110,HTTP Request-0,302,Found,Thread Group 1-81,text,true,,375,264,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,2110,0,761
1729838360881,738,HTTP Request-1,302,Found,Thread Group 1-81,text,true,,376,142,213,213,http://gryffindor.hogwarts.A40.com/php/home.php,738,0,0
1729838361619,2343,HTTP Request-2,200,OK,Thread Group 1-81,text,true,,841,143,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,2343,0,0
1729838358753,5207,HTTP Request,200,OK,Thread Group 1-118,text,true,,1592,549,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,2077,0,789
1729838358753,2077,HTTP Request-0,302,Found,Thread Group 1-118,text,true,,375,264,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,2077,0,789
1729838360831,1117,HTTP Request-1,302,Found,Thread Group 1-118,text,true,,376,142,213,213,http://gryffindor.hogwarts.A40.com/php/home.php,1117,0,0
1729838361948,2012,HTTP Request-2,200,OK,Thread Group 1-118,text,true,,841,143,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,2012,0,0
1729838363607,354,HTTP Request-2,200,OK,Thread Group 1-38,text,true,,841,143,213,213,http://gryffindor.hogwarts.A40.com/php/login.php,354,0,0
